,scenario,forcing,base_period,year,p05,p16,p50,p84,p95
1206,ssp245,ch4,2020,2092,-0.016788373846981664,-0.009754505242152822,0.002477746924681945,0.02292317080190472,0.03927610399789935
1207,ssp245,ch4,2020,2093,-0.017642154632698314,-0.010434689156030715,0.001810053782512977,0.022432703330484537,0.03908187960622413
1208,ssp245,ch4,2020,2094,-0.01848642069588333,-0.011141855048898766,0.001239421295581855,0.022088710036991782,0.03884863957757947
1209,ssp245,ch4,2020,2095,-0.019326389909339613,-0.011909326777671413,0.0007382996174316592,0.021679309724088203,0.03863535769350113
1210,ssp245,ch4,2020,2096,-0.020125849831903287,-0.01264745481934555,0.0002684173700044923,0.021305902359708247,0.03844430541919723
1211,ssp245,ch4,2020,2097,-0.02078189128279897,-0.013335444744087478,-0.00021035179120576508,0.021021781590845407,0.03839150500669537
1212,ssp245,ch4,2020,2098,-0.02158127593033918,-0.014003962523336756,-0.000654779244305459,0.0208081763235378,0.038366399684165005
1213,ssp245,ch4,2020,2099,-0.02240720493516717,-0.014675903023228588,-0.001089522445774982,0.02052963214306873,0.03836741264408397
1214,ssp245,ch4,2020,2100,-0.023198736436584166,-0.01528634457581182,-0.0015175287540043492,0.020366044882526513,0.038285152752482995
1215,ssp245,hfc,2020,2020,0.0,0.0,0.0,0.0,0.0
1216,ssp245,hfc,2020,2021,0.0009207109505736444,0.00104216442354371,0.0012503399546188732,0.0014875643703571395,0.0016666709520798402
1217,ssp245,hfc,2020,2022,0.0018940279010402072,0.0021472586458615426,0.0025768321817998263,0.003067471928511205,0.0034364056055844914
1218,ssp245,hfc,2020,2023,0.0028965701056624217,0.0032949734943707653,0.003957350089288214,0.004711935036538391,0.005285249116483426
1219,ssp245,hfc,2020,2024,0.003921240074969479,0.004463887667803004,0.005363111961126155,0.006388723654274786,0.007186768705016754
1220,ssp245,hfc,2020,2025,0.004950857044063151,0.005626764236392532,0.006785173297424452,0.008089249245719748,0.009120847528814391
1221,ssp245,hfc,2020,2026,0.005975090649208203,0.006779175735813414,0.008204707735573358,0.0097991346555985,0.011042104786869882
1222,ssp245,hfc,2020,2027,0.006967185181497637,0.007911656546279549,0.009622111955156276,0.01150879065363962,0.01300536905426934
1223,ssp245,hfc,2020,2028,0.007939674627627924,0.009029822275006873,0.011016502920014881,0.01322465357226026,0.014938222732294011
1224,ssp245,hfc,2020,2029,0.008904286891008972,0.010128571280615648,0.012392869246811822,0.01490047969925695,0.016808076244585822
1225,ssp245,hfc,2020,2030,0.009857553200180958,0.011207300428880282,0.013753348916980102,0.01655357215808034,0.018721876844863372
1226,ssp245,hfc,2020,2031,0.010766958156611573,0.012270064180175044,0.015100726505253848,0.01818085715286989,0.020566717441599002
1227,ssp245,hfc,2020,2032,0.011669372187838922,0.013323574756208156,0.016416973624469033,0.01978689094967163,0.022430438817897965
1228,ssp245,hfc,2020,2033,0.012578393425037393,0.014348338637668876,0.01770633003883515,0.021370699156841394,0.024249260792702815
1229,ssp245,hfc,2020,2034,0.013430949196960817,0.015324692537844919,0.018960055744548177,0.022903867474897987,0.026013335677438208
1230,ssp245,hfc,2020,2035,0.014254113845866768,0.016279898465410277,0.020165337174503417,0.024402038202222344,0.027782099801211525
1231,ssp245,hfc,2020,2036,0.015043713928402314,0.017189131698869594,0.021324287421357502,0.025835227665256488,0.02946846934309039
1232,ssp245,hfc,2020,2037,0.015802309267440685,0.018073717912913033,0.02242536900702885,0.02723072566903804,0.031117716532313676
1233,ssp245,hfc,2020,2038,0.01652749444542927,0.01892071702459532,0.023483550721650426,0.028573819455040707,0.03271717224083774
1234,ssp245,hfc,2020,2039,0.017218629389322705,0.01972553686515482,0.024512736442510175,0.02985154241854203,0.034256170108223793
1235,ssp245,hfc,2020,2040,0.017864092677037303,0.020504401150957186,0.025482718154551387,0.03106639427886926,0.03569142077864401
1236,ssp245,hfc,2020,2041,0.018480953582581217,0.021227694222608486,0.026412922786009707,0.032224573855572744,0.03704185641070582
1237,ssp245,hfc,2020,2042,0.019070001161330154,0.021916838787307595,0.027306190803518593,0.03338874416278946,0.03837338317735041
1238,ssp245,hfc,2020,2043,0.0196399267446965,0.022565282071512663,0.028144754248782156,0.034463575417002276,0.03968954866794147
1239,ssp245,hfc,2020,2044,0.020175202716655384,0.023214714463156004,0.028944633772495898,0.03547792411060738,0.04092458032726992
1240,ssp245,hfc,2020,2045,0.020679001035835087,0.023801097177849933,0.029682350844901784,0.036462670695578334,0.042065059669695135
1241,ssp245,hfc,2020,2046,0.021154757695563874,0.024365210035346082,0.030392209622542632,0.03739576368911199,0.043234864876339776
1242,ssp245,hfc,2020,2047,0.021602060247124567,0.024900285699995993,0.031091558952641263,0.03828102968148129,0.044310450708799416
1243,ssp245,hfc,2020,2048,0.02202150250532573,0.02538113728417789,0.03172491067932515,0.03907257301372757,0.04528455405502227
1244,ssp245,hfc,2020,2049,0.02240687583657608,0.025832093286977127,0.03231952731281895,0.0398126392164112,0.046193094196604174
1245,ssp245,hfc,2020,2050,0.02277244475618927,0.02625282504107375,0.032867715749929305,0.04053659035206571,0.04705538603473614
1246,ssp245,hfc,2020,2051,0.023109075961369196,0.026632978534381662,0.03340194812911956,0.04119715699739774,0.04785069389611197
1247,ssp245,hfc,2020,2052,0.023426595367849988,0.026991654823600886,0.03389164174078774,0.04181300859850352,0.04857636555906883
1248,ssp245,hfc,2020,2053,0.02373694239538442,0.02733125506543409,0.034361443396425884,0.04240200217093719,0.049257049875336766
1249,ssp245,hfc,2020,2054,0.02402886759734537,0.027688018460837203,0.034801689970451744,0.04296358063497472,0.049936545784814476
1250,ssp245,hfc,2020,2055,0.02431899201159149,0.028060130265105943,0.03523129345756737,0.043511599656668586,0.05062914308172064
1251,ssp245,hfc,2020,2056,0.024608858918583353,0.02840354142703818,0.03565372489475638,0.044019370768128445,0.051231828783947365
1252,ssp245,hfc,2020,2057,0.02489944897215899,0.028736373351774307,0.036058192222659935,0.0445827692837341,0.05181895887058445
1253,ssp245,hfc,2020,2058,0.025180727009192716,0.029065744633285304,0.03648119007491091,0.04508054026137372,0.052395104983397625
1254,ssp245,hfc,2020,2059,0.025460375776063016,0.02938339518710098,0.03686037689394639,0.04562249801518379,0.05304784347137889
1255,ssp245,hfc,2020,2060,0.02574026977776831,0.029727063040537686,0.03728097383148299,0.046226085183106135,0.05374403648009416
1256,ssp245,hfc,2020,2061,0.02603309696380234,0.03008820468956954,0.037666111242042444,0.04674382148140227,0.054402415258909625
1257,ssp245,hfc,2020,2062,0.02636488977110443,0.030417301321514392,0.03808413552411438,0.04721631589913223,0.05495767680148153
1258,ssp245,hfc,2020,2063,0.026683597081557032,0.030746214939062284,0.038499385981071166,0.04767006377251879,0.05554588534375312
1259,ssp245,hfc,2020,2064,0.026991735901635238,0.031093187164088106,0.038933106516970906,0.048277068184327046,0.05620266543491523
1260,ssp245,hfc,2020,2065,0.02729719875770249,0.031397936463960725,0.03935829509459721,0.04880945650125751,0.05686370569023675
1261,ssp245,hfc,2020,2066,0.02760303031660183,0.03173290404427064,0.03976309072774109,0.049305894587199195,0.0574618861499668
1262,ssp245,hfc,2020,2067,0.02790451264127831,0.0320704083619785,0.040163392658196795,0.04976852261779661,0.058148757866964294
1263,ssp245,hfc,2020,2068,0.028200180227463068,0.03240897423765059,0.04056485832862422,0.05027539388331397,0.058770971524769185
1264,ssp245,hfc,2020,2069,0.028496178101273386,0.03275901709180399,0.040984493010667755,0.05078707013643367,0.05935919184165006
1265,ssp245,hfc,2020,2070,0.02879125697233078,0.03308416555642253,0.04140462967015068,0.05126574465312924,0.059969586654609046
1266,ssp245,hfc,2020,2071,0.029101567790628603,0.033404924779774615,0.041831971382301214,0.05180162193260626,0.06056961001365159
1267,ssp245,hfc,2020,2072,0.029387809152822176,0.03375617675373845,0.042229457480731813,0.05232402114398127,0.061176476061759376
1268,ssp245,hfc,2020,2073,0.0296962910484428,0.034081529395630916,0.04263743262037889,0.05281184570251731,0.06175450108841267
1269,ssp245,hfc,2020,2074,0.030012057367294776,0.03440468082215269,0.04309638435381924,0.05333191317886545,0.06233511575616552
1270,ssp245,hfc,2020,2075,0.030303764078543096,0.03471791769388337,0.04348179911619687,0.05382080741655238,0.06290325785234202
1271,ssp245,hfc,2020,2076,0.03058279409384015,0.03501654681868101,0.043866217987703404,0.05430227784012529,0.06345585972042653
1272,ssp245,hfc,2020,2077,0.03083669413470822,0.03534429689769222,0.044280157611357396,0.054781162053476835,0.06399059054220961
1273,ssp245,hfc,2020,2078,0.031086625909820163,0.035648263790728205,0.04466396113367477,0.05529207286801153,0.06454997821006048
1274,ssp245,hfc,2020,2079,0.031365990148317716,0.0359687644084661,0.045027495685681096,0.05578127188947302,0.06510297219219503
1275,ssp245,hfc,2020,2080,0.03163893772323856,0.03626937223206051,0.04540380502041308,0.05619713493917179,0.06569405755563924
1276,ssp245,hfc,2020,2081,0.03189140769216481,0.03656931708810542,0.045759994072647414,0.05670650706676323,0.06616627804901574
1277,ssp245,hfc,2020,2082,0.03211534670948422,0.03687493953402044,0.046111189768140326,0.05714936215254863,0.06672171907313058
1278,ssp245,hfc,2020,2083,0.03239809561054745,0.03717297022168972,0.04645813020295031,0.05760073587514698,0.06724041229775123
1279,ssp245,hfc,2020,2084,0.03265340462568513,0.03746340400933104,0.046826695695724174,0.05810494226479406,0.06775417980842216
1280,ssp245,hfc,2020,2085,0.03288309385277768,0.037757734821406486,0.04717318972929885,0.05853336991262682,0.06823898509079984
1281,ssp245,hfc,2020,2086,0.03312778750643177,0.038038115209757334,0.04753897142168251,0.05898744384655709,0.06871968581776638
1282,ssp245,hfc,2020,2087,0.03341505203934532,0.03831751980350338,0.047880373640988294,0.059457310599679174,0.06930664223883828
1283,ssp245,hfc,2020,2088,0.03365492953102724,0.03859341159875282,0.048225341482296624,0.05989934939287423,0.06977892096780919
1284,ssp245,hfc,2020,2089,0.03387981664751085,0.03885172535778815,0.04854398212531308,0.060348388891067674,0.07027141323580162
1285,ssp245,hfc,2020,2090,0.03410379131857648,0.03912065824723756,0.04887948939633735,0.06077127573242553,0.07071903884275903
1286,ssp245,hfc,2020,2091,0.03436131612050084,0.03938695509244531,0.04921336006519361,0.06119395945048915,0.07116185002089219
1287,ssp245,hfc,2020,2092,0.03462420021964578,0.039650508056683825,0.04957173593690456,0.06158543458115477,0.07162798443788815
1288,ssp245,hfc,2020,2093,0.0348824147077623,0.03990917755916276,0.04989639741247642,0.0620711225690252,0.07219325576638089
1289,ssp245,hfc,2020,2094,0.03511166548268383,0.04016593198489276,0.05022369230595092,0.06249411893758672,0.07282593293969516
1290,ssp245,hfc,2020,2095,0.03535000353263187,0.04040395598426848,0.050533444272404804,0.06288341127227891,0.0734420700043829
1291,ssp245,hfc,2020,2096,0.0355610084673784,0.04065141777312887,0.05081700128868816,0.06326961313951478,0.0740191374586991
1292,ssp245,hfc,2020,2097,0.0357708786511969,0.04088086640665422,0.051092809033871145,0.06363253981136575,0.07450771760584421
1293,ssp245,hfc,2020,2098,0.035979125802994186,0.041084943413317775,0.051352467861389695,0.06398057611636693,0.07493711915000871
1294,ssp245,hfc,2020,2099,0.03613983827103247,0.04127778961491857,0.05159868931580203,0.06430602839427348,0.07535642997081633
1295,ssp245,hfc,2020,2100,0.03629765305027348,0.04147126587945748,0.05183149427363265,0.06461429953654564,0.07578892998586348
1296,ssp245,o3,2020,2020,0.0,0.0,0.0,0.0,0.0
1297,ssp245,o3,2020,2021,0.00040220242993749267,0.000586333725061321,0.0009034210642624441,0.0013322100300421091,0.0016996212458912474
1298,ssp245,o3,2020,2022,0.0007953459337980862,0.0011731060655860138,0.0017995146962360709,0.002641640828165963,0.0033867574527848276
1299,ssp245,o3,2020,2023,0.0011896858600375815,0.0017519538265837742,0.0026875752559327726,0.003949769176182754,0.005080460370470874
1300,ssp245,o3,2020,2024,0.0015888585711242521,0.002325872975009515,0.003578508196922181,0.005239271694610981,0.006736120910871435
1301,ssp245,o3,2020,2025,0.0019799560604106593,0.0028934584173829947,0.004455783314990747,0.006527928918171,0.008410120378684115
1302,ssp245,o3,2020,2026,0.0023782752592363733,0.0034786394424483635,0.005345967626251502,0.007822275647772497,0.010095669716126028
1303,ssp245,o3,2020,2027,0.002777665474911517,0.0040602473653532116,0.006257442406496727,0.00912376686446926,0.011796145587346405
1304,ssp245,o3,2020,2028,0.0031853798426216607,0.004658390376280064,0.007175535062156069,0.010470600489200753,0.013523444576307404
1305,ssp245,o3,2020,2029,0.003599917259861307,0.005271090717209112,0.008106942272679163,0.011826611258170599,0.015263924591875973
1306,ssp245,o3,2020,2030,0.004018647523525809,0.005873656517201704,0.009055762701502434,0.013194143203917062,0.017018732613887262
1307,ssp245,o3,2020,2031,0.0043927947257482725,0.006407845134574756,0.009890972906091644,0.01443083556360735,0.01863740037585224
1308,ssp245,o3,2020,2032,0.004682036293197234,0.006795234864237561,0.010557552371228018,0.015447405388649483,0.01999723565854618
1309,ssp245,o3,2020,2033,0.00487921703104397,0.007090713287067345,0.011063425775201363,0.016268371400389326,0.0211543508662916
1310,ssp245,o3,2020,2034,0.004963257039989255,0.007290023304094832,0.011362576249898781,0.01691159128812489,0.022052059930279977
1311,ssp245,o3,2020,2035,0.005032818134711948,0.0073709696657157054,0.011556199260188915,0.01734440343213751,0.02281515567718584
1312,ssp245,o3,2020,2036,0.004997165970543005,0.007372087083334486,0.011628626908091633,0.01761092800514053,0.02330460204990463
1313,ssp245,o3,2020,2037,0.004937451792782177,0.007276086874364216,0.011587974615271945,0.01773234936613287,0.023634652812215773
1314,ssp245,o3,2020,2038,0.0048286152187227765,0.00711934451740642,0.011422182816501203,0.01789599848599785,0.023944913043933078
1315,ssp245,o3,2020,2039,0.004634039703659321,0.006837137234066257,0.011165394209587731,0.017917831039180356,0.02407344330862102
1316,ssp245,o3,2020,2040,0.004380650772028117,0.006552710288639258,0.010879534439079963,0.01782385955425336,0.024195468822625837
1317,ssp245,o3,2020,2041,0.004104158554372761,0.006174727871379186,0.010495262604997668,0.017616478945463355,0.02425907517406188
1318,ssp245,o3,2020,2042,0.0037584923767302937,0.005775559395362579,0.010056061410426365,0.017352395142430588,0.02421581707138343
1319,ssp245,o3,2020,2043,0.003344572898460907,0.005288144006185007,0.009605951424218384,0.017091367683149183,0.02403998016524573
1320,ssp245,o3,2020,2044,0.002965271118701196,0.004848431769823627,0.009047067541104292,0.016642907877475306,0.023670994964716092
1321,ssp245,o3,2020,2045,0.0024828403049343972,0.004225251458490486,0.008459993634941876,0.016218583853047076,0.023111146470579803
1322,ssp245,o3,2020,2046,0.0018470938424596684,0.003547753491783423,0.007731878436131545,0.015647800536910318,0.022612782429056507
1323,ssp245,o3,2020,2047,0.0011834341359464819,0.002835430166144768,0.006971620208527929,0.014950394337903399,0.022038227888792783
1324,ssp245,o3,2020,2048,0.0003178268461937474,0.0020256639754833296,0.006182631755115797,0.01427188532409211,0.021261367404624244
1325,ssp245,o3,2020,2049,-0.000719915024766049,0.0011178319918791412,0.005245551594300513,0.013557156644966168,0.020460927294127868
1326,ssp245,o3,2020,2050,-0.001784176689058947,0.00014480074481343139,0.004236113002745956,0.01271663579511591,0.0198280079182131
1327,ssp245,o3,2020,2051,-0.003069888650254171,-0.0008867609138894838,0.003260375772187629,0.01171232959511494,0.01892181246643906
1328,ssp245,o3,2020,2052,-0.004449989279650568,-0.002130574945465815,0.0022214755996248226,0.010774275929197347,0.018126832983584716
1329,ssp245,o3,2020,2053,-0.0059766156734926135,-0.003378921866687845,0.001223062888911386,0.009787761676954814,0.017262007074235298
1330,ssp245,o3,2020,2054,-0.00769488569843717,-0.004799872677866368,0.00019745123241787788,0.008872830151880721,0.016353602890470498
1331,ssp245,o3,2020,2055,-0.00950186665286148,-0.006231721446702574,-0.0007531674724627901,0.007776934345225337,0.015477037946981338
1332,ssp245,o3,2020,2056,-0.011403474041183604,-0.0077113508138180985,-0.0018446067974158264,0.006617162630094277,0.014460929657383378
1333,ssp245,o3,2020,2057,-0.013392100644979976,-0.00935024365915341,-0.0029960865762101996,0.005538715770023784,0.013446180152569808
1334,ssp245,o3,2020,2058,-0.01549657990023272,-0.010961374465255629,-0.004164363436019003,0.004352635852760578,0.0124257991026235
1335,ssp245,o3,2020,2059,-0.01767244597212154,-0.012867109739455299,-0.005470883984605823,0.0032233302934188404,0.010939406268278815
1336,ssp245,o3,2020,2060,-0.020023570107534815,-0.014743035264233822,-0.006760406240916561,0.002082020718989579,0.009641743729949491
1337,ssp245,o3,2020,2061,-0.022434719384910463,-0.016669966760741613,-0.00803954953097541,0.0007828393986464822,0.008283385861866053
1338,ssp245,o3,2020,2062,-0.02491004683797886,-0.018668976388456215,-0.009421285271773439,-0.0004249240403702442,0.007306813386619335
1339,ssp245,o3,2020,2063,-0.027455264981024817,-0.02070147044976338,-0.010893568881647275,-0.0015482097160837858,0.006038519508908794
1340,ssp245,o3,2020,2064,-0.029962777167190913,-0.02276369193067005,-0.012385133822123251,-0.0026906778878931846,0.00494514768496914
1341,ssp245,o3,2020,2065,-0.0325740741718858,-0.024925522869144113,-0.013961091516778268,-0.0037775263361481755,0.003833470360634673
1342,ssp245,o3,2020,2066,-0.03541724336851719,-0.02705633682263098,-0.015476884498450083,-0.004931999560714453,0.002653196589219755
1343,ssp245,o3,2020,2067,-0.03815732799364335,-0.029226157668316804,-0.016990340913022983,-0.006019971266324231,0.00159757339758619
1344,ssp245,o3,2020,2068,-0.04098477088544765,-0.031297270804344766,-0.01856320680440604,-0.007181144243201669,0.0005700684052212598
1345,ssp245,o3,2020,2069,-0.04362554901436662,-0.033642551323293815,-0.02012182884681568,-0.008397488492356331,-0.0004659843368890145
1346,ssp245,o3,2020,2070,-0.04633663287363197,-0.03579228775587359,-0.021707964146055803,-0.00957357225786075,-0.0014385599637766742
1347,ssp245,o3,2020,2071,-0.048899260444409086,-0.03802796363870067,-0.023367815992734853,-0.010566268186859186,-0.0023362038303920674
1348,ssp245,o3,2020,2072,-0.051655768731076177,-0.040200202316329606,-0.02490036631517345,-0.011798739970094027,-0.003202052452078808
1349,ssp245,o3,2020,2073,-0.05415729728058136,-0.04231906107140644,-0.026372323744458193,-0.01279519289846566,-0.004116400219825959
1350,ssp245,o3,2020,2074,-0.05656984760494303,-0.04431090979337804,-0.027664300676881304,-0.01372592856371317,-0.004734373872741894
1351,ssp245,o3,2020,2075,-0.059198755317311044,-0.04624237883808947,-0.028941260107809508,-0.014628479544166063,-0.0056311771333424285
1352,ssp245,o3,2020,2076,-0.06151104659352704,-0.04825242263822598,-0.03025512154084109,-0.01544744051562211,-0.006212703489497933
1353,ssp245,o3,2020,2077,-0.06390821801491313,-0.05024931964155877,-0.03157342575079758,-0.016232991095471636,-0.006879448027300985
1354,ssp245,o3,2020,2078,-0.06620533837341344,-0.05213746095698065,-0.03293979118684964,-0.017058404020959327,-0.007723098833331809
1355,ssp245,o3,2020,2079,-0.06867680652159569,-0.05397520904443489,-0.0342131669146617,-0.018060462861020723,-0.008415638015615604
1356,ssp245,o3,2020,2080,-0.07099315152955499,-0.05590818108888548,-0.035554019923514035,-0.018908397773664074,-0.00913610073194412
1357,ssp245,o3,2020,2081,-0.073196875704804,-0.05785010339539042,-0.03688348507207806,-0.019855710305466116,-0.009822213378283802
1358,ssp245,o3,2020,2082,-0.07544595339147175,-0.05978452277789278,-0.03824623841657848,-0.020808561835931483,-0.01048662674107313
1359,ssp245,o3,2020,2083,-0.07784118011980272,-0.06183026393821137,-0.039617961615860064,-0.02173384244450487,-0.011511352038492781
1360,ssp245,o3,2020,2084,-0.08054949679082934,-0.06380779107628243,-0.04108112250809293,-0.02264451403215265,-0.012201394861797615
1361,ssp245,o3,2020,2085,-0.08297884130761757,-0.06579347780174613,-0.042507381867670224,-0.023542930020073145,-0.012965103853027142
1362,ssp245,o3,2020,2086,-0.08537600495756852,-0.06763275919791506,-0.043943512494794446,-0.02447108064992773,-0.013614341625126833
1363,ssp245,o3,2020,2087,-0.08765154480397422,-0.06952400118024983,-0.045318084426498206,-0.02548883976924002,-0.014361261108474393
1364,ssp245,o3,2020,2088,-0.08988268947416786,-0.0714738076038571,-0.04670539174459187,-0.026481831100778824,-0.01501577712508091
1365,ssp245,o3,2020,2089,-0.0922513809796948,-0.07343596664189295,-0.04809365884677841,-0.02738557031137501,-0.015516272592681405
1366,ssp245,o3,2020,2090,-0.09464382921806953,-0.07531410112010539,-0.049521589736470695,-0.02836529786910411,-0.016078217549257826
1367,ssp245,o3,2020,2091,-0.0971442772703714,-0.07716353279976468,-0.050795087996155175,-0.029154500541097046,-0.01666649731924004
1368,ssp245,o3,2020,2092,-0.09922497273537276,-0.07889566022100482,-0.05195891959338028,-0.029947715599657768,-0.01743724907107284
1369,ssp245,o3,2020,2093,-0.10132677574418132,-0.08056221807857077,-0.053187885357534714,-0.030653070096813284,-0.018213906684775082
1370,ssp245,o3,2020,2094,-0.10337052798581485,-0.08231480678083605,-0.05432335111464792,-0.03151059248191226,-0.01872409987567752
1371,ssp245,o3,2020,2095,-0.10526639082309365,-0.0840226305074921,-0.05537441569479462,-0.03219030784524812,-0.019273337106358954
1372,ssp245,o3,2020,2096,-0.10715819111486868,-0.08556226202851971,-0.05647168475445863,-0.03297638117485513,-0.01970209109914972
1373,ssp245,o3,2020,2097,-0.10892691946566195,-0.08702283057078845,-0.05754107014526055,-0.033586027200382444,-0.020160154020054277
1374,ssp245,o3,2020,2098,-0.11066342426824942,-0.08851127991047146,-0.05844412637536167,-0.03420665196694775,-0.020550985055289912
1375,ssp245,o3,2020,2099,-0.11217601829325242,-0.08990218623259469,-0.05927760062662846,-0.03474077087963643,-0.021277451352247373
1376,ssp245,o3,2020,2100,-0.11371603922217312,-0.0912743943526117,-0.06023956479390491,-0.03540918074336734,-0.021877933069553216
1377,ssp245,aerosol,2020,2020,0.0,0.0,0.0,0.0,0.0
1378,ssp245,aerosol,2020,2021,-0.001966018388347823,0.000304625597572654,0.003591875378240683,0.007131292727503267,0.00932225848951864
1379,ssp245,aerosol,2020,2022,-0.003183751309869054,0.0005634904083679259,0.006161130504096057,0.012451856720064453,0.016478547428658973
1380,ssp245,aerosol,2020,2023,-0.003875700694694606,0.0006530423273932495,0.007923474503123806,0.016443415761107093,0.02201320589419454
1381,ssp245,aerosol,2020,2024,-0.004171820934894121,0.000860791496769817,0.0091556967191877,0.019384072591825285,0.02620789690562097
1382,ssp245,aerosol,2020,2025,-0.004313393012994692,0.0008699725146148473,0.009922343044189263,0.02178800119733368,0.02935772168100705
1383,ssp245,aerosol,2020,2026,-0.004465062885046289,0.0008805236024451001,0.010506008258285515,0.023309566341749903,0.03215467592179303
1384,ssp245,aerosol,2020,2027,-0.004471392945782027,0.0009093628743478452,0.0107773118018748,0.024484903019881887,0.03443458847579763
1385,ssp245,aerosol,2020,2028,-0.004333030267293258,0.0007715032372381179,0.011039122127626477,0.025341395351868173,0.03627848414296923
1386,ssp245,aerosol,2020,2029,-0.004491206958974025,0.0007719638853722531,0.011074199748948299,0.026136183337780422,0.038117943078548364
1387,ssp245,aerosol,2020,2030,-0.004980398975318722,0.0006459804661953415,0.011306978722061656,0.026656676446046877,0.03953673841714952
1388,ssp245,aerosol,2020,2031,-0.00495910117776126,0.0008719982962941053,0.011862076055976889,0.02762824159308452,0.04129124133592274
1389,ssp245,aerosol,2020,2032,-0.004364789299962756,0.0016512137430056571,0.013031167112485198,0.029390662730274356,0.04364410379629745
1390,ssp245,aerosol,2020,2033,-0.0037047091863355863,0.003008771435645681,0.014755081276109916,0.03209123421467055,0.04686973572513876
1391,ssp245,aerosol,2020,2034,-0.0028459179461704396,0.0045530382174010856,0.01686596502648996,0.035388703959802065,0.05069879466761784
1392,ssp245,aerosol,2020,2035,-0.0014605422535824528,0.006182661350542498,0.019592292365233188,0.03892921031806492,0.05550024239729091
1393,ssp245,aerosol,2020,2036,-0.00010407778623440215,0.008061995715847451,0.022828806660788015,0.04337232690130907,0.06032145186229862
1394,ssp245,aerosol,2020,2037,0.0012275177613855002,0.009882559441444982,0.025859856751012877,0.04801018111337764,0.06567311938373216
1395,ssp245,aerosol,2020,2038,0.0023325854653303063,0.011777775599068811,0.029248016913395736,0.05269158034310708,0.07124240493310276
1396,ssp245,aerosol,2020,2039,0.0034908878328129512,0.013745678534734846,0.03280306741882133,0.05771007048843512,0.07774833794908663
1397,ssp245,aerosol,2020,2040,0.0048576346923302266,0.016190592114397075,0.036150428824589076,0.06299308304539622,0.08411583042806495
1398,ssp245,aerosol,2020,2041,0.006635712686103234,0.018422344587869396,0.03995811466684107,0.06849191359298444,0.09100780823612206
1399,ssp245,aerosol,2020,2042,0.008700143716199227,0.020743256254915056,0.0442211406637385,0.07470095435555452,0.09865160098289544
1400,ssp245,aerosol,2020,2043,0.010578223442465529,0.023243443202400068,0.04850364198790724,0.0807852338738585,0.10666637579474136
1401,ssp245,aerosol,2020,2044,0.012536548754527482,0.025965589819086955,0.05304987506106307,0.08726893514116345,0.1143284311263931
1402,ssp245,aerosol,2020,2045,0.014245686802934898,0.02869900606501707,0.057503524323372246,0.09378769007155559,0.12295463259101021
1403,ssp245,aerosol,2020,2046,0.016448195918308664,0.03177140379444073,0.06199757372795567,0.10058378136998458,0.13179938000171948
1404,ssp245,aerosol,2020,2047,0.018179485471329842,0.034666271728057495,0.0668859269410027,0.10785244579238544,0.14062475562284082
1405,ssp245,aerosol,2020,2048,0.01974048756447724,0.037793767355169566,0.07170787505422549,0.11511787224571951,0.14999003853862436
1406,ssp245,aerosol,2020,2049,0.021637016007734423,0.04077825915681967,0.07681707898056644,0.1225217556653503,0.15910431912918183
1407,ssp245,aerosol,2020,2050,0.02368150468898902,0.04409154458573699,0.08176897299095076,0.12991873150403926,0.16841814949896497
1408,ssp245,aerosol,2020,2051,0.025596723557050227,0.04697271884136537,0.08670371400329002,0.13716790646788446,0.1781847096711224
1409,ssp245,aerosol,2020,2052,0.02720300565967011,0.04956593746963953,0.09132600701173388,0.14391667678795947,0.18792753419539876
1410,ssp245,aerosol,2020,2053,0.02844934962256751,0.05185796506030731,0.09590930171068734,0.1508261792785682,0.19725185337712653
1411,ssp245,aerosol,2020,2054,0.02961549207202845,0.05412678052858236,0.09991723559556065,0.15712792899965844,0.20539720937570344
1412,ssp245,aerosol,2020,2055,0.030840615598529336,0.05640697022236181,0.1040748873299131,0.16355991189365932,0.213802080852535
1413,ssp245,aerosol,2020,2056,0.03215016157150661,0.058547129383136595,0.1081078644175868,0.16954106247597361,0.22224984809268025
1414,ssp245,aerosol,2020,2057,0.03307876840385191,0.060804860496936335,0.11201901418429405,0.17544872808780165,0.23039773167600888
1415,ssp245,aerosol,2020,2058,0.034302437498686764,0.06302856330277704,0.11615547906707224,0.1820463612583801,0.23988292270153336
1416,ssp245,aerosol,2020,2059,0.03548124193161089,0.06527062709495467,0.1196377489502447,0.18860860877118957,0.2477811428069922
1417,ssp245,aerosol,2020,2060,0.036616032533728055,0.06740220786708499,0.12373871830553385,0.19539448412441465,0.2566728318199099
1418,ssp245,aerosol,2020,2061,0.03773777616761836,0.06933316231828254,0.12751591493836423,0.2017899960508901,0.26429519194267903
1419,ssp245,aerosol,2020,2062,0.039105463389272364,0.07116282749020025,0.13148394114262585,0.2085224589543145,0.27146308818814063
1420,ssp245,aerosol,2020,2063,0.04038061578705578,0.07288851868342362,0.13486336530946075,0.21432989255258098,0.27832789350269027
1421,ssp245,aerosol,2020,2064,0.041229595935704036,0.07459514829107815,0.13854933727551866,0.22037680109318816,0.2856168867620153
1422,ssp245,aerosol,2020,2065,0.04199545905570821,0.07646971387722415,0.14185223024467541,0.2263605457084767,0.29318308814582944
1423,ssp245,aerosol,2020,2066,0.04239750291176958,0.07798811309645533,0.14474938320157982,0.23189109467631083,0.3001966358720352
